Date,Price
2/7/2018,7949.99
2/6/2018,7756.32
2/5/2018,9050
2/4/2018,9780.05
2/3/2018,9542.82
2/2/2018,8901.5
2/1/2018,10660
1/31/2018,10970.53
1/30/2018,11876.12
1/29/2018,12098.4
1/28/2018,12052.81
1/27/2018,11968.99
1/26/2018,12030.06
1/25/2018,12152
1/24/2018,11670
1/23/2018,11968.35
1/22/2018,12805
1/21/2018,14002.1
1/20/2018,12925
1/19/2018,12814.5
1/18/2018,12818.7
1/17/2018,12873.34
1/16/2018,14967
1/15/2018,14989.27
1/14/2018,15246.5
1/13/2018,15295
1/12/2018,15049.98
1/11/2018,16200
1/10/2018,15600
1/9/2018,16345
1/8/2018,17170
1/7/2018,18000
1/6/2018,18037
1/5/2018,15650
1/4/2018,15300.01
1/3/2018,15159.13
1/2/2018,14278.49
1/1/2018,14750
12/31/2017,13890
12/30/2017,15135
12/29/2017,15350
12/28/2017,16110.56
12/27/2017,16248.3
12/26/2017,14310.12
12/25/2017,14062
12/24/2017,14855
12/23/2017,13842.75
12/22/2017,15340
12/21/2017,16582
12/20/2017,17837.45
12/19/2017,18719.94
12/18/2017,19250
12/17/2017,19300
12/16/2017,17649.91
12/15/2017,16371.48
12/14/2017,16288.72
12/13/2017,16425.24
12/12/2017,16435
12/11/2017,15339.9
12/10/2017,14930
12/9/2017,16035.1
12/8/2017,17000
12/7/2017,14055
12/6/2017,11788.2
12/5/2017,11490
12/4/2017,11188.26
12/3/2017,10889
12/2/2017,10640.72
12/1/2017,10020
11/30/2017,9838
11/29/2017,9905.2
11/28/2017,9518.52
11/27/2017,9068.11
11/26/2017,8570.23
11/25/2017,8085.05
11/24/2017,8033
11/23/2017,8120.05
11/22/2017,8110
11/21/2017,8009.37
11/20/2017,7819.58
11/19/2017,7626.82
11/18/2017,7602
11/17/2017,7601.01
11/16/2017,7229.9
11/15/2017,6613.1
11/14/2017,6560
11/13/2017,5909.34
11/12/2017,6345.13
11/11/2017,6655.52
11/10/2017,7053.06
11/9/2017,7358.77
11/8/2017,7053.2
11/7/2017,6998.01
11/6/2017,7394.97
11/5/2017,7235
11/4/2017,7101.21
11/3/2017,7009.98
11/2/2017,6670
11/1/2017,6305
10/31/2017,6024.94
10/30/2017,5970
10/29/2017,5716.58
10/28/2017,5748.8
10/27/2017,5845.63
10/26/2017,5678.49
10/25/2017,5499.1
10/24/2017,5750
10/23/2017,5884.74
10/22/2017,5913.2
10/21/2017,5790.01
10/20/2017,5610
10/19/2017,5493
10/18/2017,5473.2
10/17/2017,5481
10/16/2017,5410.45
10/15/2017,5510
10/14/2017,5365.01
10/13/2017,5209.44
10/12/2017,4734.8
10/11/2017,4731.57
10/10/2017,4745.69
10/9/2017,4545
10/8/2017,4366.36
10/7/2017,4315
10/6/2017,4291.11
10/5/2017,4211
10/4/2017,4276.48
10/3/2017,4360
10/2/2017,4326.24
10/1/2017,4284
9/30/2017,4135
9/29/2017,4140.2
9/28/2017,4160
9/27/2017,3886.1
9/26/2017,3882.5
9/25/2017,3666.1
9/24/2017,3724.41
9/23/2017,3611.37
9/22/2017,3675
9/21/2017,4000
9/20/2017,3982
9/19/2017,4150.3
9/18/2017,3765.51
9/17/2017,3795
9/16/2017,3824.99
9/15/2017,3305.07
9/14/2017,3949.87
9/13/2017,4246.06
9/12/2017,4300.08
9/11/2017,4355.6
9/10/2017,4390
9/9/2017,4348.65
9/8/2017,4603.2
9/7/2017,4558
9/6/2017,4466.2
9/5/2017,4324.93
9/4/2017,4641
9/3/2017,4612.01
9/2/2017,4901
9/1/2017,4682
8/31/2017,4521.1
8/30/2017,4513
8/29/2017,4315.6
8/28/2017,4273
8/27/2017,4270.04
8/26/2017,4260.01
8/25/2017,4254
8/24/2017,4096
8/23/2017,4055.7
8/22/2017,4000.02
8/21/2017,4085
8/20/2017,4100.63
8/19/2017,4113.08
8/18/2017,4247.85
8/17/2017,4210
8/16/2017,4060.9
8/15/2017,4200.39
8/14/2017,4029.98
8/13/2017,3790
8/12/2017,3550
8/11/2017,3362.24
8/10/2017,3315
8/9/2017,3335
8/8/2017,3276
8/7/2017,3154
8/6/2017,3090
8/5/2017,2795.97
8/4/2017,2715.31
8/3/2017,2683.49
8/2/2017,2622.61
8/1/2017,2728.9
7/31/2017,2683.27
7/30/2017,2678.99
7/29/2017,2703.04
7/28/2017,2625
7/27/2017,2515
7/26/2017,2582.01
7/25/2017,2748.97
7/24/2017,2710.05
7/23/2017,2779.24
7/22/2017,2670.61
7/21/2017,2736.85
7/20/2017,2301.83
7/19/2017,2284.98
7/18/2017,2179.5
7/17/2017,1957.62
7/16/2017,2078.8
7/15/2017,2281.99
7/14/2017,2378.61
7/13/2017,2415
7/12/2017,2400.41
7/11/2017,2479.97
7/10/2017,2599.99
7/9/2017,2591.12
7/8/2017,2568.71
7/7/2017,2607
7/6/2017,2600.28
7/5/2017,2607.96
7/4/2017,2593
7/3/2017,2549.99
7/2/2017,2505.03
7/1/2017,2559.69
6/30/2017,2570.1
6/29/2017,2593.1
6/28/2017,2530
6/27/2017,2517
6/26/2017,2640
6/25/2017,2695.06
6/24/2017,2762
6/23/2017,2724.7
6/22/2017,2745
6/21/2017,2719.81
6/20/2017,2609.99
6/19/2017,2571.01
6/18/2017,2664.01
6/17/2017,2557.43
6/16/2017,2525.98
6/15/2017,2648
6/14/2017,2736
6/13/2017,2613
6/12/2017,2885
6/11/2017,2805
6/10/2017,2727.89
6/9/2017,2688.31
6/8/2017,2686.79
6/7/2017,2739.98
6/6/2017,2589.37
6/5/2017,2445.24
6/4/2017,2478.35
6/3/2017,2386.02
6/2/2017,2296.99
6/1/2017,2164
5/31/2017,2110
5/30/2017,2165
5/29/2017,2135
5/28/2017,1993.57
5/27/2017,2245.98
5/26/2017,2307.99
5/25/2017,2448.1
5/24/2017,2264.4
5/23/2017,2131.43
5/22/2017,2027
5/21/2017,1986.7
5/20/2017,1929.9
5/19/2017,1840
5/18/2017,1751.83
5/17/2017,1702
5/16/2017,1693.2
5/15/2017,1744.87
5/14/2017,1751.2
5/13/2017,1701.2
5/12/2017,1777.22
5/11/2017,1715
5/10/2017,1647.5
5/9/2017,1625.4
5/8/2017,1509.6
5/7/2017,1505.82
5/6/2017,1487.5
5/5/2017,1452.81
5/4/2017,1427.6
5/3/2017,1408
5/2/2017,1371.3
5/1/2017,1301.82
4/30/2017,1298.82
4/29/2017,1292.96
4/28/2017,1298.03
4/27/2017,1277.95
4/26/2017,1261.42
4/25/2017,1238
4/24/2017,1240
4/23/2017,1233.65
4/22/2017,1238.55
4/21/2017,1218.2
4/20/2017,1209
4/19/2017,1209.03
4/18/2017,1191.8
4/17/2017,1175
4/16/2017,1174.56
4/15/2017,1183.57
4/14/2017,1185.8
4/13/2017,1203.57
4/12/2017,1216.5
4/11/2017,1192.9
4/10/2017,1195
4/9/2017,1169.9
4/8/2017,1190
4/7/2017,1188
4/6/2017,1124.55
4/5/2017,1125.3
4/4/2017,1128.9
4/3/2017,1089
4/2/2017,1085
4/1/2017,1086
3/31/2017,1036.15
3/30/2017,1037.15
3/29/2017,1041.88
3/28/2017,1043.79
3/27/2017,978.97
3/26/2017,982
3/25/2017,951.2
3/24/2017,1045
3/23/2017,1041.95
3/22/2017,1118
3/21/2017,1044.3
3/20/2017,1032.8
3/19/2017,980.92
3/18/2017,1075.3
3/17/2017,1180.63
3/16/2017,1245.02
3/15/2017,1232.8
3/14/2017,1223.26
3/13/2017,1223.2
3/12/2017,1169.16
3/11/2017,1118
3/10/2017,1190.83
3/9/2017,1141.12
3/8/2017,1235
3/7/2017,1257.58
3/6/2017,1259
3/5/2017,1250.22
3/4/2017,1256.06
3/3/2017,1243
3/2/2017,1201.91
3/1/2017,1184
2/28/2017,1189
2/27/2017,1151.89
2/26/2017,1144.96
2/25/2017,1169.77
2/24/2017,1157.3
2/23/2017,1095.39
2/22/2017,1090.89
2/21/2017,1070
2/20/2017,1044.44
2/19/2017,1040.5
2/18/2017,1045.27
2/17/2017,1021.8
2/16/2017,1000.09
2/15/2017,1004
2/14/2017,989.02
2/13/2017,1002.59
2/12/2017,1006.6
2/11/2017,1001
2/10/2017,978
2/9/2017,1043
2/8/2017,1036.89
2/7/2017,1009.43
2/6/2017,994.12
2/5/2017,1007.89
2/4/2017,996.25
2/3/2017,990.31
2/2/2017,974.2
2/1/2017,967
1/31/2017,918.57
1/30/2017,909.31
1/29/2017,915.28
1/28/2017,911
1/27/2017,905.5
1/26/2017,894.42
1/25/2017,902.02
1/24/2017,914.88
1/23/2017,914.01
1/22/2017,920.35
1/21/2017,895.13
1/20/2017,899.37
1/19/2017,885.01
1/18/2017,897.98
1/17/2017,833.01
1/16/2017,817.5
1/15/2017,814.9
1/14/2017,815
1/13/2017,810.08
1/12/2017,789.46
1/11/2017,900
1/10/2017,905
1/9/2017,903.76
1/8/2017,875.17
1/7/2017,825.84
1/6/2017,945.1
1/5/2017,1072.97
1/4/2017,1034.08
1/3/2017,1009.51
1/2/2017,992.12
1/1/2017,952.69
12/31/2016,961.28
12/30/2016,962.99
12/29/2016,966
12/28/2016,932
12/27/2016,893.08
12/26/2016,882.88
12/25/2016,890.22
12/24/2016,907.14
12/23/2016,856
12/22/2016,836
12/21/2016,793.25
12/20/2016,786
12/19/2016,786.61
12/18/2016,786.97
12/17/2016,786.49
12/16/2016,780.57
12/15/2016,782
12/14/2016,780.99
12/13/2016,778.8
12/12/2016,774.74
12/11/2016,772.49
12/10/2016,769.02
12/9/2016,767
12/8/2016,764.53
12/7/2016,752.9
12/6/2016,758.59
12/5/2016,763.78
12/4/2016,766.98
12/3/2016,770
12/2/2016,745.79
12/1/2016,740.8
11/30/2016,735.1
11/29/2016,735.02
11/28/2016,732.31
11/27/2016,731.74
11/26/2016,742.69
11/25/2016,741.81
11/24/2016,744.85
11/23/2016,753.12
11/22/2016,743.92
11/21/2016,735.37
11/20/2016,758.96
11/19/2016,755.35
11/18/2016,733.78
11/17/2016,737.69
11/16/2016,710.39
11/15/2016,700
11/14/2016,700.95
11/13/2016,703
11/12/2016,710.01
11/11/2016,710.16
11/10/2016,722.1
11/9/2016,704.82
11/8/2016,703.29
11/7/2016,702.88
11/6/2016,697.52
11/5/2016,699.56
11/4/2016,687.5
11/3/2016,744.99
11/2/2016,725.8
11/1/2016,700.74
10/31/2016,700
10/30/2016,707.02
10/29/2016,686.17
10/28/2016,681
10/27/2016,670.39
10/26/2016,651.3
10/25/2016,648.5
10/24/2016,644.78
10/23/2016,648.11
10/22/2016,628.63
10/21/2016,628.16
10/20/2016,628.84
10/19/2016,635.95
10/18/2016,634.63
10/17/2016,636.7
10/16/2016,637.44
10/15/2016,636.9
10/14/2016,639.96
10/13/2016,637.64
10/12/2016,639.3
10/11/2016,616.67
10/10/2016,615.24
10/9/2016,615.57
10/8/2016,615.98
10/7/2016,605.63
10/6/2016,605.2
10/5/2016,611.7
10/4/2016,609.49
10/3/2016,606.98
10/2/2016,607.33
10/1/2016,603.87
9/30/2016,604.08
9/29/2016,607.75
9/28/2016,609.5
9/27/2016,611
9/26/2016,606.42
9/25/2016,600.11
9/24/2016,601.43
9/23/2016,596.49
9/22/2016,600.88
9/21/2016,614.99
9/20/2016,616.04
9/19/2016,615.39
9/18/2016,610.06
9/17/2016,609
9/16/2016,610.43
9/15/2016,612.54
9/14/2016,611.41
9/13/2016,606.84
9/12/2016,607.13
9/11/2016,619.5
9/10/2016,616
9/9/2016,622.55
9/8/2016,608.04
9/7/2016,601.01
9/6/2016,598.48
9/5/2016,606
9/4/2016,592.12
9/3/2016,571.71
9/2/2016,565.35
9/1/2016,567.85
8/31/2016,574.6
8/30/2016,568.31
8/29/2016,569.91
8/28/2016,564.68
8/27/2016,574.85
8/26/2016,574
8/25/2016,577.17
8/24/2016,575.55
8/23/2016,583.29
8/22/2016,573.79
8/21/2016,575.78
8/20/2016,569
8/19/2016,573.62
8/18/2016,570
8/17/2016,576.39
8/16/2016,567.88
8/15/2016,566
8/14/2016,587.76
8/13/2016,583.73
8/12/2016,584
8/11/2016,589.11
8/10/2016,581
8/9/2016,584
8/8/2016,589.86
8/7/2016,583.44
8/6/2016,571.05
8/5/2016,573.35
8/4/2016,559.31
8/3/2016,530.01
8/2/2016,616.69
8/1/2016,626.9
7/31/2016,658.2
7/30/2016,658.2
7/29/2016,658.2
7/28/2016,658.2
7/27/2016,644.3
7/26/2016,647.4
7/25/2016,654.57
7/24/2016,651
7/23/2016,648
7/22/2016,659.55
7/21/2016,664.81
7/20/2016,668.5
7/19/2016,667.69
7/18/2016,675.32
7/17/2016,662.44
7/16/2016,664.21
7/15/2016,657.5
7/14/2016,658.11
7/13/2016,670
7/12/2016,647.65
7/11/2016,649.64
7/10/2016,656.95
7/9/2016,664.72
7/8/2016,615.6
7/7/2016,669.01
7/6/2016,664.3
7/5/2016,674
7/4/2016,664.55
7/3/2016,694.22
7/2/2016,668.67
7/1/2016,661.43
6/30/2016,634.69
6/29/2016,643.7
6/28/2016,641.19
6/27/2016,621.49
6/26/2016,658.5
6/25/2016,674.8
6/24/2016,651.17
6/23/2016,606.99
6/22/2016,643
6/21/2016,718.44
6/20/2016,748.96
6/19/2016,744.5
6/18/2016,741.6
6/17/2016,750.08
6/16/2016,678.9
6/15/2016,672.24
6/14/2016,684.15
6/13/2016,652.06
6/12/2016,604.88
6/11/2016,582
6/10/2016,574.34
6/9/2016,577.64
6/8/2016,575.5
6/7/2016,574.14
6/6/2016,565.11
6/5/2016,574
6/4/2016,556.92
6/3/2016,538
6/2/2016,526.77
6/1/2016,523.89
5/31/2016,528.48
5/30/2016,513.58
5/29/2016,506.99
5/28/2016,465.99
5/27/2016,451.95
5/26/2016,448
5/25/2016,446.8
5/24/2016,444
5/23/2016,438.33
5/22/2016,442
5/21/2016,442.98
5/20/2016,436
5/19/2016,451.5
5/18/2016,454.77
5/17/2016,453.93
5/16/2016,456.12
5/15/2016,454.61
5/14/2016,453.98
5/13/2016,452.48
5/12/2016,449.97
5/11/2016,453.44
5/10/2016,459.49
5/9/2016,451.73
5/8/2016,453.5
5/7/2016,453.11
5/6/2016,446.81
5/5/2016,445.65
5/4/2016,449.5
5/3/2016,442.42
5/2/2016,449.56
5/1/2016,447.06
4/30/2016,452.54
4/29/2016,448.03
4/28/2016,446.4
4/27/2016,460
4/26/2016,455.89
4/25/2016,458.89
4/24/2016,445.51
4/23/2016,442.03
4/22/2016,447.35
4/21/2016,436.1
4/20/2016,433.73
4/19/2016,426.2
4/18/2016,426.02
4/17/2016,429.39
4/16/2016,426.55
4/15/2016,427
4/14/2016,425.79
4/13/2016,427.22
4/12/2016,424.68
4/11/2016,423.5
4/10/2016,421.5
4/9/2016,418.24
4/8/2016,422.1
4/7/2016,419
4/6/2016,422
4/5/2016,423.4
4/4/2016,419.96
4/3/2016,419.55
4/2/2016,416
4/1/2016,416.2
3/31/2016,418.4
3/30/2016,416
3/29/2016,424.7
3/28/2016,423.88
3/27/2016,415.49
3/26/2016,417.9
3/25/2016,417.2
3/24/2016,418.7
3/23/2016,423
3/22/2016,413
3/21/2016,411.41
3/20/2016,407
3/19/2016,408.29
3/18/2016,415.5
3/17/2016,414.63
3/16/2016,417.04
3/15/2016,413.3
3/14/2016,412.89
3/13/2016,410
3/12/2016,419.25
3/11/2016,415.39
3/10/2016,410
3/9/2016,410.45
3/8/2016,412.54
3/7/2016,405.95
3/6/2016,398.17
3/5/2016,412.85
3/4/2016,417.9
3/3/2016,420.28
